service_id,date,exception_type
毎日,20210920,1
毎日,20210923,1
毎日,20211103,1
毎日,20211123,1
毎日,20211229,1
毎日,20211230,1
毎日,20211231,1
毎日,20220101,1
毎日,20220102,1
毎日,20220103,1
毎日,20220110,1
毎日,20220211,1
毎日,20220223,1
毎日,20220321,1
毎日,20220429,1
毎日,20220503,1
毎日,20220504,1
毎日,20220505,1
毎日,20220718,1
毎日,20220811,1
