route_id,service_id,trip_id,trip_headsign,direction_id
1,毎日,1+0+毎日+1,神浦西,0
1,毎日,1+0+毎日+2,神浦西,0
1,毎日,1+0+毎日+3,神浦西,0
1,毎日,1+0+毎日+4,神浦西,0
1,毎日,1+0+毎日+5,神浦西,0
1,毎日,1+0+毎日+6,神浦西,0
1,毎日,1+0+毎日+7,神浦西,0
1,毎日,1+1+毎日+1,池田港ターミナル前,1
1,毎日,1+1+毎日+2,池田港ターミナル前,1
1,毎日,1+1+毎日+3,池田港ターミナル前,1
1,毎日,1+1+毎日+4,池田港ターミナル前,1
1,毎日,1+1+毎日+5,池田港ターミナル前,1
1,毎日,1+1+毎日+6,池田港ターミナル前,1
1,毎日,1+1+毎日+7,池田港ターミナル前,1
